player_id,salary,team_code,HEIGHT,experience,AGE,PLAYER_ID,PLAYER_SEASON_STATS_SEASON,PLAYER_SEASON_STATS_TEAM_code,PLAYER_SEASON_STATS_LEAGUE,PLAYER_SEASON_STATS_FTA,PLAYER_SEASON_STATS_POSITION,PLAYER_SEASON_STATS_G,PLAYER_SEASON_STATS_GS,PLAYER_SEASON_STATS_MP,PLAYER_SEASON_STATS_FG,PLAYER_SEASON_STATS_FGA,PLAYER_SEASON_STATS_FGP,PLAYER_SEASON_STATS_3P,PLAYER_SEASON_STATS_3PA,PLAYER_SEASON_STATS_3PP,PLAYER_SEASON_STATS_2P,PLAYER_SEASON_STATS_2PA,PLAYER_SEASON_STATS_2PP,PLAYER_SEASON_STATS_FT,PLAYER_SEASON_STATS_FTP,PLAYER_SEASON_STATS_ORB,PLAYER_SEASON_STATS_DRB,PLAYER_SEASON_STATS_TRB,PLAYER_SEASON_STATS_AST,PLAYER_SEASON_STATS_STL,PLAYER_SEASON_STATS_BLK,PLAYER_SEASON_STATS_TOV,PLAYER_SEASON_STATS_PLAYER_SEASON_STATS_PF,PLAYER_SEASON_STATS_PTS
odomla01,8200000.0,LAL,205,14,34,odomla01,2010-11,LAL,NBA,246,PF,82,35,2639,473,893,0.53,68,178,0.382,405,715,0.566,166,0.675,175,535,710,249,47,61,139,200,1180
artesro01,6322320.0,LAL,195,14,34,artesro01,2010-11,LAL,NBA,136,SF,82,82,2410,261,658,0.397,83,233,0.356,178,425,0.419,92,0.676,100,167,267,175,124,36,90,181,697
waltolu01,5260000.0,LAL,200,10,33,waltolu01,2010-11,LAL,NBA,10,SF,54,0,484,38,116,0.328,8,34,0.235,30,82,0.366,7,0.7,9,58,67,62,9,4,31,38,91
blakest01,4000000.0,LAL,187.5,10,33,blakest01,2010-11,LAL,NBA,30,PG,79,0,1581,110,306,0.359,73,193,0.378,37,113,0.327,26,0.867,19,137,156,170,40,3,73,99,319
fishede01,3700000.0,LAL,182.5,17,39,fishede01,2010-11,LAL,NBA,103,PG,82,82,2297,206,529,0.389,63,159,0.396,143,370,0.386,83,0.806,14,138,152,224,99,8,70,192,558
brownsh01,2200000.0,LAL,190,7,28,brownsh01,2010-11,LAL,NBA,101,SG,82,0,1568,273,643,0.425,74,212,0.349,199,431,0.462,92,0.911,35,122,157,96,67,16,75,124,712
barnema02,1765000.0,LAL,197.5,10,33,barnema02,2010-11,LAL,NBA,77,SF,53,0,1020,131,279,0.47,34,107,0.318,97,172,0.564,60,0.779,73,155,228,71,39,22,58,127,356
ebankde01,473604.0,LAL,202.5,3,24,ebankde01,2010-11,LAL,NBA,23,SG,20,0,118,21,51,0.412,2,5,0.4,19,46,0.413,18,0.783,15,12,27,2,4,5,6,7,62
beaslmi01,4962240.0,MIN,202.5,5,25,beaslmi01,2010-11,MIN,NBA,291,SF,73,73,2361,561,1246,0.45,60,164,0.366,501,1082,0.463,219,0.753,118,291,409,158,54,52,195,222,1401
webstma02,4800000.0,MIN,197.5,8,27,webstma02,2010-11,MIN,NBA,122,SG,46,1,1094,152,340,0.447,55,132,0.417,97,208,0.466,94,0.77,36,111,147,53,28,9,58,101,453
milicda01,4325000.0,MIN,210,,,milicda01,2010-11,MIN,NBA,115,C,69,69,1686,271,578,0.469,0,0,0.0,271,578,0.469,64,0.557,133,227,360,104,54,140,151,229,606
pekovni01,4000000.0,MIN,207.5,3,28,pekovni01,2010-11,MIN,NBA,114,C,65,11,887,136,263,0.517,0,0,0.0,136,263,0.517,87,0.763,90,103,193,27,18,35,91,181,359
ridnolu01,4000000.0,MIN,185,10,32,ridnolu01,2010-11,MIN,NBA,137,PG,71,66,2159,319,681,0.468,81,184,0.44,238,497,0.479,121,0.883,37,162,199,384,89,10,158,146,840
johnswe01,3726600.0,MIN,197.5,3,26,johnswe01,2010-11,MIN,NBA,92,SG,79,63,2069,271,682,0.397,103,289,0.356,168,393,0.427,64,0.696,51,189,240,148,58,54,95,163,709
loveke01,3638280.0,MIN,205,5,25,loveke01,2010-11,MIN,NBA,499,PF,73,73,2611,482,1026,0.47,88,211,0.417,394,815,0.483,424,0.85,330,782,1112,184,45,28,155,148,1476
flynnjo01,3192000.0,MIN,180,,,flynnjo01,2010-11,MIN,NBA,42,PG,53,8,983,108,296,0.365,31,100,0.31,77,196,0.393,32,0.762,12,65,77,182,34,3,113,58,279
telfase01,2700000.0,MIN,180,9,28,telfase01,2010-11,MIN,NBA,60,PG,37,8,711,97,241,0.402,28,78,0.359,69,163,0.423,44,0.733,17,37,54,111,25,3,64,64,266
tollian01,2200000.0,MIN,200,5,28,tollian01,2010-11,MIN,NBA,131,SF,65,4,1362,141,313,0.45,47,115,0.409,94,198,0.475,105,0.802,92,203,295,82,28,28,49,145,434
randoan01,1965720.0,MIN,205,5,24,randoan01,2010-11,MIN,NBA,74,C,23,3,463,109,219,0.498,0,0,0.0,109,219,0.498,52,0.703,32,88,120,26,18,16,43,47,270
ellinwa01,1078800.0,MIN,190,4,26,ellinwa01,2010-11,MIN,NBA,53,SG,62,8,1181,160,397,0.403,48,121,0.397,112,276,0.406,42,0.792,26,82,108,72,28,3,53,85,410
haywala01,1020960.0,MIN,195,3,27,haywala01,2010-11,MIN,NBA,42,SF,42,0,419,55,154,0.357,17,60,0.283,38,94,0.404,33,0.786,23,47,70,28,12,7,19,44,160
gainesu01,237626.0,MIN,182.5,,,gainesu01,2010-11,MIN,NBA,10,PG,8,0,65,7,22,0.318,2,6,0.333,5,16,0.313,5,0.5,1,5,6,6,3,0,6,4,21
nowitdi01,17278618.0,DAL,210,15,35,nowitdi01,2010-11,DAL,NBA,443,PF,73,73,2504,610,1179,0.517,66,168,0.393,544,1011,0.538,395,0.892,50,463,513,190,38,47,137,172,1681
chandty01,12600000.0,DAL,212.5,12,31,chandty01,2010-11,DAL,NBA,295,C,74,74,2059,266,407,0.654,0,0,0.0,266,407,0.654,216,0.732,206,486,692,32,36,80,88,240,748
terryja01,10650000.0,DAL,185,14,36,terryja01,2010-11,DAL,NBA,214,SG,82,10,2564,492,1091,0.451,127,351,0.362,365,740,0.493,182,0.85,24,129,153,334,93,13,167,140,1293
butleca01,10561960.0,DAL,197.5,11,33,butleca01,2010-11,DAL,NBA,88,SF,29,29,867,170,378,0.45,28,65,0.431,142,313,0.454,68,0.773,22,96,118,46,28,8,49,59,436
kiddja01,8610500.0,DAL,190,,,kiddja01,2010-11,DAL,NBA,77,PG,80,80,2653,215,596,0.361,133,391,0.34,82,205,0.4,67,0.87,35,316,351,655,134,29,179,119,630
mariosh01,7305500.0,DAL,197.5,14,35,mariosh01,2010-11,DAL,NBA,164,SF,80,27,2253,434,834,0.52,5,33,0.152,429,801,0.536,126,0.768,168,383,551,110,68,50,130,144,999
haywobr01,6900000.0,DAL,210,12,34,haywobr01,2010-11,DAL,NBA,177,C,72,8,1331,128,223,0.574,0,1,0.0,128,222,0.577,64,0.362,129,247,376,19,16,74,51,146,320
stevede01,4151786.0,DAL,192.5,13,32,stevede01,2010-11,DAL,NBA,43,SG,72,54,1158,128,330,0.388,94,249,0.378,34,81,0.42,33,0.767,20,86,106,77,21,5,44,71,383
bareajo01,1815000.0,DAL,180,7,29,bareajo01,2010-11,DAL,NBA,157,PG,81,2,1669,285,649,0.439,66,189,0.349,219,460,0.476,133,0.847,29,130,159,317,30,1,136,136,769
cardibr01,1352181.0,DAL,200,,,cardibr01,2010-11,DAL,NBA,18,SF,56,4,618,43,100,0.43,42,87,0.483,1,13,0.077,17,0.944,10,49,59,40,24,7,17,82,145
beaubro01,1156080.0,DAL,180,4,25,beaubro01,2010-11,DAL,NBA,30,PG,28,26,496,94,223,0.422,25,83,0.301,69,140,0.493,23,0.767,7,45,52,64,20,8,47,76,236
mahinia01,762196.0,DAL,207.5,5,27,mahinia01,2010-11,DAL,NBA,82,C,56,0,488,55,98,0.561,0,2,0.0,55,96,0.573,63,0.768,43,77,120,8,14,15,25,105,173
novakst01,384766.0,DAL,205,7,30,novakst01,2010-11,DAL,NBA,0,SF,7,0,18,4,8,0.5,3,4,0.75,1,4,0.25,0,0.0,0,5,5,0,0,0,0,3,11
pavloal01,134863.0,DAL,200,10,30,pavloal01,2010-11,DAL,NBA,5,SF,10,6,163,15,35,0.429,7,16,0.438,8,19,0.421,4,0.8,0,12,12,7,5,3,5,15,41
randoza01,17666666.0,MEM,202.5,12,32,randoza01,2010-11,MEM,NBA,396,PF,75,74,2724,598,1188,0.503,8,43,0.186,590,1145,0.515,300,0.758,326,588,914,163,63,25,151,175,1504
gayru01,13603750.0,MEM,200,7,27,gayru01,2010-11,MEM,NBA,241,SF,54,54,2152,409,869,0.471,57,144,0.396,352,725,0.486,194,0.805,82,254,336,153,91,58,135,131,1069
battish01,7354500.0,MEM,200,12,35,battish01,2010-11,MEM,NBA,17,SF,23,0,557,43,101,0.426,14,42,0.333,29,59,0.492,15,0.882,32,60,92,32,16,10,16,31,115
conlemi01,4913007.0,MEM,182.5,6,26,conlemi01,2010-11,MEM,NBA,247,PG,81,81,2872,423,953,0.444,80,217,0.369,343,736,0.466,181,0.733,32,215,247,528,144,18,176,182,1107
gasolma01,3480000.0,MEM,212.5,5,29,gasolma01,2010-11,MEM,NBA,294,C,81,81,2586,364,691,0.527,3,7,0.429,361,684,0.528,220,0.748,154,415,569,200,74,136,146,265,951
allento01,3000000.0,MEM,190,9,32,allento01,2010-11,MEM,NBA,182,SG,72,31,1494,251,492,0.51,4,23,0.174,247,469,0.527,137,0.753,70,123,193,104,129,44,86,161,643
henryxa01,2020200.0,MEM,195,3,22,henryxa01,2010-11,MEM,NBA,52,SG,38,16,527,65,160,0.406,2,17,0.118,63,143,0.441,33,0.635,9,28,37,18,11,3,13,48,165
haddaha01,1600000.0,MEM,215,,,haddaha01,2010-11,MEM,NBA,23,C,31,0,168,30,58,0.517,0,1,0.0,30,57,0.526,15,0.652,24,44,68,5,2,13,11,29,75
vasqugr01,1035960.0,MEM,195,3,27,vasqugr01,2010-11,MEM,NBA,44,SG,70,1,860,95,233,0.408,25,86,0.291,70,147,0.476,34,0.773,12,61,73,151,22,4,70,83,249
youngsa01,886000.0,MEM,195,4,28,youngsa01,2010-11,MEM,NBA,116,SF,78,46,1577,233,494,0.472,17,50,0.34,216,444,0.486,89,0.767,40,147,187,71,68,23,61,120,572
smithis01,473604.0,MEM,180,3,25,smithis01,2010-11,MEM,NBA,11,PG,15,0,113,11,32,0.344,0,2,0.0,11,30,0.367,5,0.455,1,4,5,15,5,0,8,11,27
grangda01,10973202.0,IND,200,8,30,grangda01,2010-11,IND,NBA,466,SF,79,79,2763,535,1260,0.425,157,407,0.386,378,853,0.443,395,0.848,87,338,425,203,89,62,206,213,1622
dunlemi02,10561984.0,IND,202.5,11,33,dunlemi02,2010-11,IND,NBA,125,SG,61,44,1683,240,520,0.462,102,254,0.402,138,266,0.519,100,0.8,28,248,276,105,40,30,69,107,682
fordtj01,8500000.0,IND,180,,,fordtj01,2010-11,IND,NBA,48,PG,41,3,773,91,236,0.386,6,32,0.188,85,204,0.417,35,0.729,17,64,81,141,35,8,63,69,223
fosteje01,6655000.0,IND,207.5,,,fosteje01,2010-11,IND,NBA,48,C,56,3,940,80,167,0.479,0,3,0.0,80,164,0.488,27,0.563,160,190,350,46,24,31,26,127,187
jonesda02,2500000.0,IND,195,10,33,jonesda02,2010-11,IND,NBA,90,SG,45,2,589,100,214,0.467,14,39,0.359,86,175,0.491,69,0.767,4,61,65,33,20,7,31,70,283
georgpa01,2238360.0,IND,200,3,23,georgpa01,2010-11,IND,NBA,101,SG,61,19,1265,179,395,0.453,41,138,0.297,138,257,0.537,77,0.762,37,187,224,65,62,26,70,127,476
rushbr01,2069049.0,IND,195,5,28,rushbr01,2010-11,IND,NBA,106,SG,67,21,1754,217,515,0.421,93,223,0.417,124,292,0.425,80,0.755,33,184,217,62,41,35,69,107,607
hansbty01,1998600.0,IND,202.5,4,28,hansbty01,2010-11,IND,NBA,253,PF,70,29,1535,285,613,0.465,0,2,0.0,285,611,0.466,197,0.779,145,221,366,41,37,15,76,160,767
hibbero01,1685280.0,IND,215,5,27,hibbero01,2010-11,IND,NBA,275,C,81,80,2244,410,890,0.461,0,4,0.0,410,886,0.463,205,0.745,182,428,610,166,33,142,185,256,1025
jonesso01,1500000.0,IND,205,7,29,jonesso01,2010-11,IND,NBA,62,C,39,0,528,49,121,0.405,0,1,0.0,49,120,0.408,41,0.661,45,68,113,30,12,22,35,94,139
collida01,1361040.0,IND,180,4,26,collida01,2010-11,IND,NBA,232,PG,79,79,2360,398,870,0.457,41,124,0.331,357,746,0.479,202,0.871,40,185,225,403,87,14,194,109,1039
mcrobjo01,885120.0,IND,205,6,26,mcrobjo01,2010-11,IND,NBA,119,PF,72,51,1597,211,386,0.547,23,60,0.383,188,326,0.577,88,0.739,109,273,382,150,47,57,93,165,533
priceaj01,762195.0,IND,185,4,27,priceaj01,2010-11,IND,NBA,81,PG,50,0,795,114,320,0.356,41,149,0.275,73,171,0.427,54,0.667,16,56,72,111,29,1,53,61,323
stephla01,750000.0,IND,192.5,3,23,stephla01,2010-11,IND,NBA,14,SG,12,0,115,13,39,0.333,0,5,0.0,13,34,0.382,11,0.786,1,17,18,21,4,0,16,14,37
dalemsa01,13428129.0,SAC,207.5,11,32,dalemsa01,2010-11,SAC,NBA,148,C,80,46,1938,268,567,0.473,0,2,0.0,268,565,0.474,108,0.73,212,445,657,67,36,116,132,225,644
udrihbe01,6478600.0,SAC,187.5,9,31,udrihbe01,2010-11,SAC,NBA,228,PG,79,64,2734,412,824,0.5,65,182,0.357,347,642,0.54,197,0.864,41,224,265,386,94,9,141,181,1086
garcifr01,5500000.0,SAC,197.5,8,32,garcifr01,2010-11,SAC,NBA,76,SF,58,34,1386,207,475,0.436,81,224,0.362,126,251,0.502,65,0.855,24,109,133,71,51,49,45,126,560
evansty01,3880920.0,SAC,195,4,24,evansty01,2010-11,SAC,NBA,266,SG,57,53,2107,382,933,0.409,43,148,0.291,339,785,0.432,205,0.771,46,229,275,319,85,30,184,143,1012
couside01,3374640.0,SAC,207.5,3,23,couside01,2010-11,SAC,NBA,402,C,81,62,2309,432,1004,0.43,3,18,0.167,429,986,0.435,276,0.687,217,482,699,204,85,68,268,332,1143
thompja02,2178000.0,SAC,207.5,5,27,thompja02,2010-11,SAC,NBA,200,PF,75,39,1748,271,534,0.507,0,3,0.0,271,531,0.51,121,0.605,144,310,454,88,28,44,99,212,663
casspom01,1254480.0,SAC,202.5,4,25,casspom01,2010-11,SAC,NBA,101,SF,71,27,1702,225,546,0.412,92,247,0.372,133,299,0.445,68,0.673,74,233,307,74,54,13,68,115,610
greendo01,1116840.0,SAC,207.5,4,25,greendo01,2010-11,SAC,NBA,65,SF,69,21,1127,156,386,0.404,45,154,0.292,111,232,0.478,43,0.662,49,98,147,48,36,20,60,88,400
thornma01,762195.0,SAC,190,4,26,thornma01,2010-11,SAC,NBA,118,SG,27,23,1030,213,473,0.45,53,147,0.361,160,326,0.491,95,0.805,36,91,127,92,45,5,56,60,574
whiteha01,730437.0,SAC,210,,,whiteha01,2010-11,SAC,NBA,0,C,1,0,2,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,2,0
jeffeal01,13000000.0,UTA,205,9,29,jeffeal01,2010-11,UTA,NBA,289,C,82,82,2940,654,1319,0.496,0,0,0.0,654,1319,0.496,220,0.761,235,559,794,149,46,153,105,238,1528
okurme01,9945000.0,UTA,207.5,,,okurme01,2010-11,UTA,NBA,20,C,13,0,168,22,62,0.355,5,16,0.313,17,46,0.37,15,0.75,9,21,30,19,4,4,7,18,64
harride01,8981000.0,UTA,187.5,9,30,harride01,2010-11,UTA,NBA,95,PG,17,16,530,83,201,0.413,25,70,0.357,58,131,0.443,77,0.811,6,34,40,92,13,2,49,33,268
millspa01,7600000.0,UTA,200,7,29,millspa01,2010-11,UTA,NBA,338,PF,76,76,2605,525,988,0.531,9,23,0.391,516,965,0.535,256,0.757,164,415,579,187,103,69,145,272,1315
favorde01,4133280.0,UTA,205,3,22,favorde01,2010-11,UTA,NBA,57,PF,22,4,444,74,140,0.529,0,0,0.0,74,140,0.529,32,0.561,45,70,115,18,11,27,21,63,180
milescj01,3700000.0,UTA,195,8,26,milescj01,2010-11,UTA,NBA,196,SF,78,19,1969,366,899,0.407,109,339,0.322,257,560,0.459,159,0.811,54,201,255,135,74,38,93,221,1000
bellra01,3000000.0,UTA,192.5,,,bellra01,2010-11,UTA,NBA,102,SG,68,63,2097,191,467,0.409,68,193,0.352,123,274,0.449,91,0.892,31,145,176,118,56,14,63,169,541
haywago01,2356320.0,UTA,200,3,23,haywago01,2010-11,UTA,NBA,97,SF,72,17,1218,142,293,0.485,35,74,0.473,107,219,0.489,69,0.711,41,98,139,81,30,19,70,106,388
pricero01,1380000.0,UTA,185,8,30,pricero01,2010-11,UTA,NBA,39,SG,59,0,717,74,210,0.352,20,69,0.29,54,141,0.383,29,0.744,22,39,61,56,42,5,55,106,197
watsoea01,1229255.0,UTA,182.5,12,34,watsoea01,2010-11,UTA,NBA,82,PG,80,13,1567,126,307,0.41,36,107,0.336,90,200,0.45,55,0.671,52,130,182,278,61,17,116,146,343
elsonfr01,1146337.0,UTA,210,,,elsonfr01,2010-11,UTA,NBA,31,C,62,1,610,54,113,0.478,0,0,0.0,54,113,0.478,26,0.839,35,80,115,33,21,14,32,84,134
fesenky01,1087500.0,UTA,212.5,,,fesenky01,2010-11,UTA,NBA,46,C,53,1,456,44,100,0.44,0,1,0.0,44,99,0.444,18,0.391,34,74,108,18,4,16,25,90,106
evansje01,473604.0,UTA,202.5,3,26,evansje01,2010-11,UTA,NBA,37,SF,49,3,463,76,115,0.661,0,1,0.0,76,114,0.667,26,0.703,36,61,97,24,17,17,19,50,178
arenagi01,17730694.0,ORL,187.5,,,arenagi01,2010-11,ORL,NBA,86,PG,49,2,1070,139,404,0.344,50,182,0.275,89,222,0.401,64,0.744,16,103,119,157,44,9,106,112,392
howardw01,16647180.0,ORL,207.5,9,28,howardw01,2010-11,ORL,NBA,916,C,78,78,2935,619,1044,0.593,0,7,0.0,619,1037,0.597,546,0.596,309,789,1098,107,107,186,279,258,1784
richaja01,14444444.0,ORL,195,12,33,richaja01,2010-11,ORL,NBA,87,SG,55,55,1919,289,667,0.433,127,331,0.384,162,336,0.482,61,0.701,34,186,220,111,66,10,65,116,766
turkohe01,10215850.0,ORL,205,13,34,turkohe01,2010-11,ORL,NBA,120,SF,56,56,1910,237,529,0.448,86,213,0.404,151,316,0.478,80,0.667,25,231,256,285,54,20,101,170,640
nelsoja01,7800000.0,ORL,180,9,32,nelsoja01,2010-11,ORL,NBA,162,PG,76,76,2319,374,838,0.446,119,297,0.401,255,541,0.471,130,0.802,37,189,226,456,75,3,194,209,997
redicjj01,7250000.0,ORL,190,7,29,redicjj01,2010-11,ORL,NBA,128,SG,59,5,1513,197,447,0.441,87,219,0.397,110,228,0.482,112,0.875,6,107,113,102,29,3,53,80,593
bassbr01,4000000.0,ORL,200,8,28,bassbr01,2010-11,ORL,NBA,233,PF,76,51,1980,332,645,0.515,0,2,0.0,332,643,0.516,190,0.815,134,290,424,57,27,52,97,159,854
duhonch01,3500000.0,ORL,182.5,,,duhonch01,2010-11,ORL,NBA,25,PG,51,5,774,49,129,0.38,13,52,0.25,36,77,0.468,14,0.56,9,43,52,118,16,2,61,30,125
richaqu01,2265000.0,ORL,195,13,33,richaqu01,2010-11,ORL,NBA,44,SF,57,19,955,87,255,0.341,42,146,0.288,45,109,0.413,33,0.75,39,139,178,38,25,5,33,74,249
clarkea01,1898760.0,ORL,205,4,26,clarkea01,2010-11,ORL,NBA,37,SF,33,0,392,56,127,0.441,0,5,0.0,56,122,0.459,22,0.595,33,51,84,5,7,15,26,39,134
anderry01,1409040.0,ORL,205,5,25,anderry01,2010-11,ORL,NBA,117,PF,64,14,1424,226,525,0.43,134,341,0.393,92,184,0.5,95,0.812,129,226,355,52,30,38,49,137,681
caldejo01,9000000.0,TOR,187.5,8,32,caldejo01,2010-11,TOR,NBA,103,PG,68,55,2102,262,596,0.44,57,156,0.365,205,440,0.466,88,0.854,30,172,202,605,81,7,148,143,669
bargnan01,8500000.0,TOR,210,7,28,bargnan01,2010-11,TOR,NBA,350,C,66,66,2353,525,1173,0.448,77,223,0.345,448,950,0.472,287,0.82,74,269,343,119,34,46,152,160,1414
barbole01,7100000.0,TOR,187.5,10,31,barbole01,2010-11,TOR,NBA,137,SG,58,0,1395,294,653,0.45,72,213,0.338,222,440,0.505,109,0.796,14,85,99,119,50,6,84,112,769
evansre01,5080000.0,TOR,200,11,33,evansre01,2010-11,TOR,NBA,88,PF,30,18,798,42,103,0.408,0,1,0.0,42,102,0.412,48,0.545,119,226,345,38,29,6,39,89,132
johnsam01,5000000.0,TOR,202.5,8,26,johnsam01,2010-11,TOR,NBA,160,PF,72,54,1853,281,495,0.568,0,1,0.0,281,494,0.569,126,0.788,189,272,461,81,53,88,69,263,688
kleizli01,4995000.0,TOR,200,7,29,kleizli01,2010-11,TOR,NBA,65,SF,39,23,1032,178,406,0.438,39,131,0.298,139,275,0.505,41,0.631,37,140,177,40,19,7,65,99,436
derozde01,2453880.0,TOR,197.5,4,24,derozde01,2010-11,TOR,NBA,402,SG,82,82,2851,539,1154,0.467,5,52,0.096,534,1102,0.485,327,0.813,75,240,315,148,85,31,144,217,1410
bayleje01,2292600.0,TOR,187.5,5,25,bayleje01,2010-11,TOR,NBA,189,PG,60,14,1347,201,468,0.429,46,132,0.348,155,336,0.461,153,0.81,24,126,150,238,36,4,110,133,601
davised01,1919160.0,TOR,205,3,24,davised01,2010-11,TOR,NBA,128,PF,65,17,1602,215,373,0.576,0,0,0.0,215,373,0.576,71,0.555,168,294,462,40,39,67,48,183,501
johnsja01,1713600.0,TOR,202.5,4,26,johnsja01,2010-11,TOR,NBA,58,SF,25,25,699,91,196,0.464,6,25,0.24,85,171,0.497,41,0.707,31,87,118,75,25,28,46,70,229
alabiso01,770000.0,TOR,212.5,2,25,alabiso01,2010-11,TOR,NBA,2,C,12,0,59,3,15,0.2,0,0,0.0,3,15,0.2,0,0.0,7,7,14,2,2,2,3,5,6
gainesu01,89670.0,TOR,182.5,,,gainesu01,2010-11,TOR,NBA,6,PG,6,0,90,15,35,0.429,3,15,0.2,12,20,0.6,2,0.333,2,6,8,11,4,1,8,10,35
johnstr01,89670.0,TOR,192.5,,,johnstr01,2010-11,TOR,NBA,8,SG,7,0,81,10,30,0.333,1,3,0.333,9,27,0.333,7,0.875,2,5,7,11,1,1,5,11,28
brandel01,15959099.0,PHI,200,14,34,brandel01,2010-11,PHI,NBA,273,PF,81,81,2809,502,981,0.512,0,1,0.0,502,980,0.512,213,0.78,237,439,676,120,92,106,101,244,1217
iguodan01,12345250.0,PHI,195,9,30,iguodan01,2010-11,PHI,NBA,300,SF,67,67,2469,338,759,0.445,61,181,0.337,277,578,0.479,208,0.693,61,326,387,422,101,38,138,109,945
nocioan01,6850000.0,PHI,197.5,,,nocioan01,2010-11,PHI,NBA,61,SF,54,17,931,118,277,0.426,42,118,0.356,76,159,0.478,49,0.803,19,150,169,45,14,15,47,100,327
kaponja01,6641440.0,PHI,200,,,kaponja01,2010-11,PHI,NBA,2,SF,24,2,112,7,28,0.25,1,8,0.125,6,20,0.3,1,0.5,3,8,11,4,2,1,2,4,16
willilo02,5000000.0,PHI,185,8,27,willilo02,2010-11,PHI,NBA,356,SG,75,0,1747,323,795,0.406,88,253,0.348,235,542,0.434,293,0.823,32,117,149,252,47,17,102,128,1027
turneev01,4602720.0,PHI,197.5,3,25,turneev01,2010-11,PHI,NBA,125,SG,78,14,1797,225,529,0.425,14,44,0.318,211,485,0.435,101,0.808,42,264,306,159,49,14,80,138,565
hawessp01,2974320.0,PHI,210,6,25,hawessp01,2010-11,PHI,NBA,88,C,81,81,1718,264,568,0.465,9,37,0.243,255,531,0.48,47,0.534,129,336,465,121,29,71,97,201,584
youngth01,2901241.0,PHI,200,6,25,youngth01,2010-11,PHI,NBA,174,PF,82,1,2135,458,847,0.541,6,22,0.273,452,825,0.548,123,0.707,153,281,434,82,90,26,99,170,1045
speigma01,1773960.0,PHI,205,5,26,speigma01,2010-11,PHI,NBA,73,C,64,1,734,144,291,0.495,1,4,0.25,143,287,0.498,55,0.753,64,146,210,30,8,19,40,120,344
holidjr01,1627920.0,PHI,187.5,4,23,holidjr01,2010-11,PHI,NBA,209,PG,82,82,2901,446,999,0.446,81,222,0.365,365,777,0.47,172,0.823,68,264,332,531,120,29,218,203,1145
battito01,1352181.0,PHI,207.5,,,battito01,2010-11,PHI,NBA,14,C,38,0,377,45,96,0.469,2,3,0.667,43,93,0.462,8,0.571,17,82,99,12,5,15,12,59,100
brackcr01,1306920.0,PHI,205,,,brackcr01,2010-11,PHI,NBA,0,PF,3,0,33,4,16,0.25,0,5,0.0,4,11,0.364,0,0.0,2,2,4,1,1,0,0,3,8
meeksjo01,762195.0,PHI,190,4,26,meeksjo01,2010-11,PHI,NBA,170,SG,74,64,2062,242,570,0.425,138,348,0.397,104,222,0.468,152,0.894,21,150,171,78,63,4,60,97,774
kamanch01,11800000.0,LAC,210,10,31,kamanch01,2010-11,LAC,NBA,57,C,32,15,838,177,376,0.471,0,0,0.0,177,376,0.471,43,0.754,51,174,225,46,16,48,58,75,397
willima01,9300000.0,LAC,182.5,10,31,willima01,2010-11,LAC,NBA,75,PG,22,22,723,113,268,0.422,43,108,0.398,70,160,0.438,66,0.88,6,50,56,123,20,0,66,59,335
griffbl01,5357280.0,LAC,205,3,24,griffbl01,2010-11,LAC,NBA,695,PF,82,82,3112,696,1376,0.506,7,24,0.292,689,1352,0.51,446,0.642,270,719,989,312,63,45,223,252,1845
foyera01,4250000.0,LAC,190,7,30,foyera01,2010-11,LAC,NBA,149,SG,63,24,1551,206,531,0.388,71,217,0.327,135,314,0.43,133,0.893,13,90,103,170,47,21,95,122,616
gomesry01,4000000.0,LAC,197.5,7,31,gomesry01,2010-11,LAC,NBA,85,SF,76,62,2095,207,505,0.41,72,211,0.341,135,294,0.459,61,0.718,61,193,254,118,62,12,55,159,547
gordoer01,3016680.0,LAC,187.5,5,25,gordoer01,2010-11,LAC,NBA,348,SG,56,56,2112,427,949,0.45,106,291,0.364,321,658,0.488,287,0.825,45,119,164,244,71,18,151,115,1247
moonja01,3000000.0,LAC,200,,,moonja01,2010-11,LAC,NBA,6,SF,19,7,278,25,59,0.424,11,28,0.393,14,31,0.452,5,0.833,9,38,47,7,3,6,5,26,66
aminual01,2563320.0,LAC,202.5,3,23,aminual01,2010-11,LAC,NBA,119,SF,81,14,1452,160,406,0.394,45,143,0.315,115,263,0.437,92,0.773,75,192,267,60,59,25,103,121,457
butlera01,2400000.0,LAC,197.5,10,34,butlera01,2010-11,LAC,NBA,27,SG,41,2,744,73,226,0.323,42,129,0.326,31,97,0.32,18,0.667,10,66,76,27,8,15,22,34,206
smithcr01,2300000.0,LAC,197.5,,,smithcr01,2010-11,LAC,NBA,68,PF,48,0,586,104,188,0.553,0,5,0.0,104,183,0.568,50,0.735,43,74,117,31,16,7,33,84,258
bledser01,1485000.0,LAC,182.5,3,24,bledser01,2010-11,LAC,NBA,133,PG,81,25,1841,206,486,0.424,32,116,0.276,174,370,0.47,99,0.744,68,155,223,289,92,26,194,130,543
cookbr01,1146337.0,LAC,202.5,9,33,cookbr01,2010-11,LAC,NBA,24,PF,40,0,447,72,170,0.424,34,79,0.43,38,91,0.418,15,0.625,19,77,96,15,12,11,25,75,193
jordade01,854389.0,LAC,207.5,5,25,jordade01,2010-11,LAC,NBA,217,C,80,66,2047,234,341,0.686,0,1,0.0,234,340,0.688,98,0.452,207,368,575,42,41,142,101,255,566
